name,link,score,location,date,state,city,address,map links,views,likes,cLink,cust_Score,num_Revs
Primanti Bros,https://onebite.app/restaurant/primanti-bros-fort-lauderdale-fl-099ce218/review/b52f6627-b2e0-434a-a56f-936008e1dfbd,5.3,"Fort Lauderdale, FL",2020-05-28 22:00:00.000000,FL,Fort Lauderdale,"901 N Atlantic Blvd, Fort Lauderdale, FL",https://google.com/maps/dir/?api=1&destination=Primanti%2BBros%2C%2B901%2BN%2BAtlantic%2BBlvd%2C%2BFort%2BLauderdale%2C%2BFL%2C%2B33304,9285,854,https://onebite.app/restaurant/primanti-bros-fort-lauderdale-fl-099ce218,6.0,3.0
Luigi's Coal Oven Pizza,https://onebite.app/restaurant/luigis-coal-oven-pizza-fort-lauderdale-fl-e1e8c57a/review/6da59164-4ebd-407d-8e3a-c497feca9607,7.8,"Fort Lauderdale, FL",2020-05-27 22:00:00.000000,FL,Fort Lauderdale,"1415 E Las Olas Blvd, Fort Lauderdale, FL",https://google.com/maps/dir/?api=1&destination=Luigi's%2BCoal%2BOven%2BPizza%2C%2B1415%2BE%2BLas%2BOlas%2BBlvd%2C%2BFort%2BLauderdale%2C%2BFL%2C%2B33301,9472,850,https://onebite.app/restaurant/luigis-coal-oven-pizza-fort-lauderdale-fl-e1e8c57a,7.5,33.0
Pizza Time Restaurant,https://onebite.app/restaurant/pizza-time-restaurant-avenel-nj-7f8a1f86/review/bed1010b-2fe4-4a08-8739-22fdbc06fbf2,6.8,"Avenel, NJ",2020-03-18 22:02:00.000000,NJ,Avenel,"1076 St Georges Ave, Avenel, NJ",https://google.com/maps/dir/?api=1&destination=Pizza%2BTime%2BRestaurant%2C%2B1076%2BSt%2BGeorges%2BAve%2C%2BAvenel%2C%2BNJ%2C%2B07001,19812,1238,https://onebite.app/restaurant/pizza-time-restaurant-avenel-nj-7f8a1f86,6.9,22.0
Nancy's Towne House,https://onebite.app/restaurant/nancys-towne-house-rahway-nj-3091ce71/review/e387fbe3-3374-40a2-8b76-d6d98b7ee380,8.8,"Rahway, NJ",2020-03-17 22:00:00.000000,NJ,Rahway,"1453 Main St, Rahway, NJ",https://google.com/maps/dir/?api=1&destination=Nancy's%2BTowne%2BHouse%2C%2B1453%2BMain%2BSt%2C%2BRahway%2C%2BNJ%2C%2B07065,19953,1085,https://onebite.app/restaurant/nancys-towne-house-rahway-nj-3091ce71,8.4,87.0
Frankie Feds,https://onebite.app/restaurant/frankie-feds-freehold-nj-17bdec87/review/25e2d2c0-7d94-406f-b75b-4b335ca9137d,6.8,"Freehold, NJ",2020-03-16 22:00:00.000000,NJ,Freehold,"831 State Route 33 E, Freehold, NJ",https://google.com/maps/dir/?api=1&destination=Frankie%2BFeds%2C%2B831%2BState%2BRoute%2B33%2BE%2C%2BFreehold%2C%2BNJ%2C%2B07728,16068,918,https://onebite.app/restaurant/frankie-feds-freehold-nj-17bdec87,7.8,17.0
Romeo's,https://onebite.app/restaurant/romeos-freehold-nj-cc2e5fe8/review/157704fd-0d73-42ec-b2c4-5745b4278d72,7.4,"Freehold, NJ",2020-03-13 22:00:00.000000,NJ,Freehold,"49 Village Center Dr, Freehold, NJ",https://google.com/maps/dir/?api=1&destination=Romeo's%2C%2B49%2BVillage%2BCenter%2BDr%2C%2BFreehold%2C%2BNJ%2C%2B07728,17370,949,https://onebite.app/restaurant/romeos-freehold-nj-cc2e5fe8,7.4,17.0
Dusal's Italian Restaurant,https://onebite.app/restaurant/dusals-italian-restaurant-freehold-nj-41983920/review/4fe810f6-fc71-4d07-bce4-ac76161e1a8a,7.2,"Freehold, NJ",2020-03-12 22:00:00.000000,NJ,Freehold,"345 W Main St, Freehold, NJ",https://google.com/maps/dir/?api=1&destination=Dusal's%2BItalian%2BRestaurant%2C%2B345%2BW%2BMain%2BSt%2C%2BFreehold%2C%2BNJ%2C%2B07728,16367,1125,https://onebite.app/restaurant/dusals-italian-restaurant-freehold-nj-41983920,7.4,22.0
Federici's Family Restaurant,https://onebite.app/restaurant/federicis-family-restaurant-freehold-nj-465344f5/review/18a96e01-4efe-437b-bd79-d2f431d175fb,8.8,"Freehold, NJ",2020-03-11 22:00:00.000000,NJ,Freehold,"14 E Main St, Freehold, NJ",https://google.com/maps/dir/?api=1&destination=Federici's%2BFamily%2BRestaurant%2C%2B14%2BE%2BMain%2BSt%2C%2BFreehold%2C%2BNJ%2C%2B07728,22984,1698,https://onebite.app/restaurant/federicis-family-restaurant-freehold-nj-465344f5,8.2,134.0
Margari Pizza,https://onebite.app/restaurant/margari-pizza-new-york-ny-5a5eaace/review/3f8a2ace-37ea-414a-83ad-6d2fb61a6777,6.3,"New York, NY",2020-03-10 22:00:00.000000,NY,New York,"1072 2nd Ave, New York, NY",https://google.com/maps/dir/?api=1&destination=Margari%2BPizza%2C%2B1072%2B2nd%2BAve%2C%2BNew%2BYork%2C%2BNY%2C%2B10022,14277,1500,https://onebite.app/restaurant/margari-pizza-new-york-ny-5a5eaace,6.3,1.0
Joe & Pat's Pizzeria,https://onebite.app/restaurant/joe-and-pats-pizzeria-staten-island-ny-95a7ab01/review/b4748cd0-f403-4faf-a8c1-cb2747e428b4,8.6,"Staten Island, NY",2020-03-09 22:00:00.000000,NY,Staten Island,"1758 Victory Blvd, Staten Island, NY",https://google.com/maps/dir/?api=1&destination=Joe%2B%26%2BPat's%2BPizzeria%2C%2B1758%2BVictory%2BBlvd%2C%2BStaten%2BIsland%2C%2BNY%2C%2B10314,16066,2313,https://onebite.app/restaurant/joe-and-pats-pizzeria-staten-island-ny-95a7ab01,8.4,114.0
Round Pie Pizza Company,https://onebite.app/restaurant/round-pie-pizza-company-staten-island-ny-668dbfe5/review/a391e4dd-2162-43b5-b1fb-b8ca9587280a,7.8,"Staten Island, NY",2020-03-06 23:00:00.000000,NY,Staten Island,"1957 Victory Blvd, Staten Island, NY",https://google.com/maps/dir/?api=1&destination=Round%2BPie%2BPizza%2BCompany%2C%2B1957%2BVictory%2BBlvd%2C%2BStaten%2BIsland%2C%2BNY%2C%2B10314,14484,1518,https://onebite.app/restaurant/round-pie-pizza-company-staten-island-ny-668dbfe5,8.4,78.0
Pizzeria Giove,https://onebite.app/restaurant/pizzeria-giove-staten-island-ny-40c2f765/review/7a6d358d-fa3c-4529-bfd9-1e5841240df6,8.1,"Staten Island, NY",2020-03-05 23:00:00.000000,NY,Staten Island,"278 New Dorp Ln, Staten Island, NY",https://google.com/maps/dir/?api=1&destination=Pizzeria%2BGiove%2C%2B278%2BNew%2BDorp%2BLn%2C%2BStaten%2BIsland%2C%2BNY%2C%2B10306,16988,1787,https://onebite.app/restaurant/pizzeria-giove-staten-island-ny-40c2f765,8.4,16.0
Frank & Danny's Pizzeria,https://onebite.app/restaurant/frank-and-dannys-pizzeria-new-york-ny-91c8ddf7/review/d62b485f-05b7-4694-b6bf-6fccc808f225,7.6,"New York, NY",2020-03-04 23:00:00.000000,NY,New York,"4369 Amboy Rd, New York, NY",https://google.com/maps/dir/?api=1&destination=Frank%2B%26%2BDanny's%2BPizzeria%2C%2B4369%2BAmboy%2BRd%2C%2BNew%2BYork%2C%2BNY%2C%2B10312,15158,1444,https://onebite.app/restaurant/frank-and-dannys-pizzeria-new-york-ny-91c8ddf7,7.5,12.0
Villa Monte Restaurant,https://onebite.app/restaurant/villa-monte-restaurant-staten-island-ny-41fc7aca/review/10fcf00d-542f-470c-80ac-0a19036650c5,6.7,"Staten Island, NY",2020-03-03 23:00:00.000000,NY,Staten Island,"240 Arden Ave, Staten Island, NY",https://google.com/maps/dir/?api=1&destination=Villa%2BMonte%2BRestaurant%2C%2B240%2BArden%2BAve%2C%2BStaten%2BIsland%2C%2BNY%2C%2B10312,15565,1605,https://onebite.app/restaurant/villa-monte-restaurant-staten-island-ny-41fc7aca,7.0,23.0
T's Pizza Kitchen,https://onebite.app/restaurant/ts-pizza-kitchen-stamford-ct-a77eadc7/review/4bd8dbbe-2ca8-4779-b721-056576cdea9a,5.9,"Stamford, CT",2020-03-02 23:00:00.000000,CT,Stamford,"523 Pacific St, Stamford, CT",https://google.com/maps/dir/?api=1&destination=T's%2BPizza%2BKitchen%2C%2B523%2BPacific%2BSt%2C%2BStamford%2C%2BCT%2C%2B06902,15377,1354,https://onebite.app/restaurant/ts-pizza-kitchen-stamford-ct-a77eadc7,7.9,14.0
Belltown Pizza,https://onebite.app/restaurant/belltown-pizza-stamford-ct-d21fd9d7/review/e2b2feca-fadb-437e-85cf-26efeefd6244,6.9,"Stamford, CT",2020-02-28 23:00:00.000000,CT,Stamford,"31 Belltown Rd, Stamford, CT",https://google.com/maps/dir/?api=1&destination=Belltown%2BPizza%2C%2B31%2BBelltown%2BRd%2C%2BStamford%2C%2BCT%2C%2B06905,16619,1443,https://onebite.app/restaurant/belltown-pizza-stamford-ct-d21fd9d7,7.4,14.0
Hope Pizza Restaurant,https://onebite.app/restaurant/hope-pizza-restaurant-stamford-ct-69f8e247/review/ba444380-dc47-4c74-9ce6-24eb40caea69,6.5,"Stamford, CT",2020-02-27 23:00:00.000000,CT,Stamford,"230 Hope St, Stamford, CT",https://google.com/maps/dir/?api=1&destination=Hope%2BPizza%2BRestaurant%2C%2B230%2BHope%2BSt%2C%2BStamford%2C%2BCT%2C%2B06906,15407,1416,https://onebite.app/restaurant/hope-pizza-restaurant-stamford-ct-69f8e247,7.2,8.0
Remo's,https://onebite.app/restaurant/remos-stamford-ct-b545594f/review/29eebf57-12ba-4fa9-b4fe-7d2d7d9a2f70,7.4,"Stamford, CT",2020-02-26 23:05:00.000000,CT,Stamford,"35 Bedford St, Stamford, CT",https://google.com/maps/dir/?api=1&destination=Remo's%2C%2B35%2BBedford%2BSt%2C%2BStamford%2C%2BCT%2C%2B06901,15836,2521,https://onebite.app/restaurant/remos-stamford-ct-b545594f,7.1,41.0
Fresco By Scotto,https://onebite.app/restaurant/fresco-by-scotto-new-york-ny-3ae59e90/review/cf377f1b-7e50-4c4e-943b-872305fddf20,7.9,"New York, NY",2020-02-25 23:00:00.000000,NY,New York,"34 E 52nd St, New York, NY",https://google.com/maps/dir/?api=1&destination=Fresco%2BBy%2BScotto%2C%2B34%2BE%2B52nd%2BSt%2C%2BNew%2BYork%2C%2BNY%2C%2B10022,14498,1566,https://onebite.app/restaurant/fresco-by-scotto-new-york-ny-3ae59e90,6.4,2.0
Pizza Brain,https://onebite.app/restaurant/pizza-brain-philadelphia-pa-85d6bb38/review/e2d82547-27b4-4af6-9613-5ccfd4371294,6.8,"Philadelphia, PA",2020-02-24 23:00:00.000000,PA,Philadelphia,"2313 Frankford Ave, Philadelphia, PA",https://google.com/maps/dir/?api=1&destination=Pizza%2BBrain%2C%2B2313%2BFrankford%2BAve%2C%2BPhiladelphia%2C%2BPA%2C%2B19125,16375,1576,https://onebite.app/restaurant/pizza-brain-philadelphia-pa-85d6bb38,7.3,51.0
Sir Pizza,https://onebite.app/restaurant/sir-pizza-key-biscayne-fl-9864bcae/review/5accbede-6927-49f4-ae69-d280eb3f104d,7.2,"Key Biscayne, FL",2020-02-21 23:00:00.000000,FL,Key Biscayne,"712 Crandon Blvd, Key Biscayne, FL",https://google.com/maps/dir/?api=1&destination=Sir%2BPizza%2C%2B712%2BCrandon%2BBlvd%2C%2BKey%2BBiscayne%2C%2BFL%2C%2B33149,18768,2298,https://onebite.app/restaurant/sir-pizza-key-biscayne-fl-9864bcae,7.4,11.0
Strong's Brick Oven Pizzeria,https://onebite.app/restaurant/strongs-brick-oven-pizzeria-lawrenceburg-in-266cee62/review/d3c1de55-9af6-4d75-a5ab-e60d75c7906f,6.7,"Lawrenceburg, IN",2020-02-20 23:00:00.000000,IN,Lawrenceburg,"1 E High St, Lawrenceburg, IN",https://google.com/maps/dir/?api=1&destination=Strong's%2BBrick%2BOven%2BPizzeria%2C%2B1%2BE%2BHigh%2BSt%2C%2BLawrenceburg%2C%2BIN%2C%2B47025,15770,1379,https://onebite.app/restaurant/strongs-brick-oven-pizzeria-lawrenceburg-in-266cee62,7.3,26.0
PizzaPapalis of Greektown,https://onebite.app/restaurant/pizzapapalis-of-greektown-detroit-mi-0853d355/review/e2cef158-bb5d-4e77-baf5-eee923249206,7.6,"Detroit, MI",2020-02-19 23:00:00.000000,MI,Detroit,"553 Monroe St, Detroit, MI",https://google.com/maps/dir/?api=1&destination=PizzaPapalis%2Bof%2BGreektown%2C%2B553%2BMonroe%2BSt%2C%2BDetroit%2C%2BMI%2C%2B48226,15979,1676,https://onebite.app/restaurant/pizzapapalis-of-greektown-detroit-mi-0853d355,8.0,29.0
Giuseppe's Steel City Pizza,https://onebite.app/restaurant/giuseppes-steel-city-pizza-port-orange-fl-6412652c/review/a854f7c1-96e5-4d31-81b4-e465032d82d2,7.3,"Port Orange, FL",2020-02-17 23:00:00.000000,FL,Port Orange,"3658 S Nova Rd, Port Orange, FL",https://google.com/maps/dir/?api=1&destination=Giuseppe's%2BSteel%2BCity%2BPizza%2C%2B3658%2BS%2BNova%2BRd%2C%2BPort%2BOrange%2C%2BFL%2C%2B32129,14726,1659,https://onebite.app/restaurant/giuseppes-steel-city-pizza-port-orange-fl-6412652c,6.6,17.0
Pete's Pizza,https://onebite.app/restaurant/petes-pizza-daytona-beach-fl-cda5c3eb/review/4a5ac8db-9e7c-44a9-a2c5-cbd78b02e79f,7.6,"Daytona Beach, FL",2020-02-16 17:00:00.000000,FL,Daytona Beach,"1441 S Nova Rd, Daytona Beach, FL",https://google.com/maps/dir/?api=1&destination=Pete's%2BPizza%2C%2B1441%2BS%2BNova%2BRd%2C%2BDaytona%2BBeach%2C%2BFL%2C%2B32114,15457,2108,https://onebite.app/restaurant/petes-pizza-daytona-beach-fl-cda5c3eb,6.8,22.0
Brooklyn Square Pizza,https://onebite.app/restaurant/brooklyn-square-pizza-jackson-nj-55c92b97/review/ddef4953-305a-41ba-a94e-f877957c8537,8.9,"Jackson, NJ",2020-02-13 23:00:00.000000,NJ,Jackson,"265 S New Prospect Rd, Jackson, NJ",https://google.com/maps/dir/?api=1&destination=Brooklyn%2BSquare%2BPizza%2C%2B265%2BS%2BNew%2BProspect%2BRd%2C%2BJackson%2C%2BNJ%2C%2B08527,20397,2931,https://onebite.app/restaurant/brooklyn-square-pizza-jackson-nj-55c92b97,8.6,162.0
Pete & Elda's Bar / Carmen's...,https://onebite.app/restaurant/pete-and-eldas-bar-carmens-pizzeria-neptune-city-nj-5652ec50/review/c69a10ea-8a54-407a-bb6c-0a68c4464cde,8.1,"Neptune City, NJ",2020-02-12 23:00:00.000000,NJ,Neptune City,"93 Summit Ave, Neptune City, NJ",https://google.com/maps/dir/?api=1&destination=Pete%2B%26%2BElda's%2BBar%2B%2F%2BCarmen's%2BPizzeria%2C%2B93%2BSummit%2BAve%2C%2BNeptune%2BCity%2C%2BNJ%2C%2B07753,17089,2095,https://onebite.app/restaurant/pete-and-eldas-bar-carmens-pizzeria-neptune-city-nj-5652ec50,8.0,128.0
Amano Pizza,https://onebite.app/restaurant/amano-pizza-south-amboy-nj-951f8426/review/9aaf2252-c362-4450-a9b8-50d407d51964,7.9,"South Amboy, NJ",2020-02-11 23:00:00.000000,NJ,South Amboy,"346 Bordentown Ave, South Amboy, NJ",https://google.com/maps/dir/?api=1&destination=Amano%2BPizza%2C%2B346%2BBordentown%2BAve%2C%2BSouth%2BAmboy%2C%2BNJ%2C%2B08879,18203,2267,https://onebite.app/restaurant/amano-pizza-south-amboy-nj-951f8426,8.0,71.0
Napoli Pizza & Pasta,https://onebite.app/restaurant/napoli-pizza-and-pasta-astoria-ny-b05d1df6/review/faadef9a-25f7-44ad-85db-b91c66ee4366,7.5,"Astoria, NY",2020-02-10 23:00:00.000000,NY,Astoria,"33-02 35th Ave, Astoria, NY",https://google.com/maps/dir/?api=1&destination=Napoli%2BPizza%2B%26%2BPasta%2C%2B33-02%2B35th%2BAve%2C%2BAstoria%2C%2BNY%2C%2B11106,14988,1507,https://onebite.app/restaurant/napoli-pizza-and-pasta-astoria-ny-b05d1df6,7.7,9.0
Grand Avenue Pizza,https://onebite.app/restaurant/grand-avenue-pizza-astoria-ny-971f14a0/review/bed7b4d2-78a7-4833-804b-7de5745e0409,7.9,"Astoria, NY",2020-02-07 23:00:00.000000,NY,Astoria,"34-24 30th Ave, Astoria, NY",https://google.com/maps/dir/?api=1&destination=Grand%2BAvenue%2BPizza%2C%2B34-24%2B30th%2BAve%2C%2BAstoria%2C%2BNY%2C%2B11103,15935,2144,https://onebite.app/restaurant/grand-avenue-pizza-astoria-ny-971f14a0,5.9,16.0
Rose & Joe's Italian Bakery,https://onebite.app/restaurant/rose-and-joes-italian-bakery-astoria-ny-fd0f767c/review/9f561eb7-e8f8-43c6-b9e8-7cb1b8f331d8,6.8,"Astoria, NY",2020-02-06 23:00:00.000000,NY,Astoria,"2240 31st St, Astoria, NY",https://google.com/maps/dir/?api=1&destination=Rose%2B%26%2BJoe's%2BItalian%2BBakery%2C%2B2240%2B31st%2BSt%2C%2BAstoria%2C%2BNY%2C%2B11105,16005,1994,https://onebite.app/restaurant/rose-and-joes-italian-bakery-astoria-ny-fd0f767c,7.2,11.0
Rosario's,https://onebite.app/restaurant/rosarios-astoria-ny-a947046e/review/25699957-6b4b-44ed-9e56-44c5a4dbcf98,7.7,"Astoria, NY",2020-02-05 23:00:00.000000,NY,Astoria,"2255 31st St, Astoria, NY",https://google.com/maps/dir/?api=1&destination=Rosario's%2C%2B2255%2B31st%2BSt%2C%2BAstoria%2C%2BNY%2C%2B11105,14550,1922,https://onebite.app/restaurant/rosarios-astoria-ny-a947046e,8.0,30.0
Spris,https://onebite.app/restaurant/spris-miami-beach-fl-6a351210/review/4ea066c5-70d2-453f-aaf3-d82c26e7e5be,6.3,"Miami Beach, FL",2020-02-04 23:00:00.000000,FL,Miami Beach,"731 Lincoln Rd, Miami Beach, FL",https://google.com/maps/dir/?api=1&destination=Spris%2C%2B731%2BLincoln%2BRd%2C%2BMiami%2BBeach%2C%2BFL%2C%2B33139,14951,1769,https://onebite.app/restaurant/spris-miami-beach-fl-6a351210,7.8,9.0
Grafa Pizza,https://onebite.app/restaurant/grafa-pizza-miami-beach-fl-6843f8dc/review/d951de36-99bd-40cc-b82e-fa4ebee8f7bb,7.1,"Miami Beach, FL",2020-02-03 23:00:00.000000,FL,Miami Beach,"1357 Washington Ave, Miami Beach, FL",https://google.com/maps/dir/?api=1&destination=Grafa%2BPizza%2C%2B1357%2BWashington%2BAve%2C%2BMiami%2BBeach%2C%2BFL%2C%2B33139,14394,1744,https://onebite.app/restaurant/grafa-pizza-miami-beach-fl-6843f8dc,7.3,8.0
Pizza Tropical,https://onebite.app/restaurant/pizza-tropical-miami-fl-1770f9f8/review/a5ab9d0b-7e80-4cfb-8ec8-d0f0ffd49a7c,7.3,"Miami, FL",2020-01-31 23:00:00.000000,FL,Miami,"176 NW 24th St, Miami, FL",https://google.com/maps/dir/?api=1&destination=Pizza%2BTropical%2C%2B176%2BNW%2B24th%2BSt%2C%2BMiami%2C%2BFL%2C%2B33127,14692,1768,https://onebite.app/restaurant/pizza-tropical-miami-fl-1770f9f8,7.2,16.0
Mom's New York Pizza,https://onebite.app/restaurant/moms-new-york-pizza-miami-beach-fl-c6a22e54/review/226c1c1a-2afa-4972-8ea2-80e1f9b0f7c1,4.3,"Miami Beach, FL",2020-01-30 23:00:00.000000,FL,Miami Beach,"1059 Collins Ave, Miami Beach, FL",https://google.com/maps/dir/?api=1&destination=Mom's%2BNew%2BYork%2BPizza%2C%2B1059%2BCollins%2BAve%2C%2BMiami%2BBeach%2C%2BFL%2C%2B33139,14083,2024,https://onebite.app/restaurant/moms-new-york-pizza-miami-beach-fl-c6a22e54,6.2,10.0
La Leggenda Pizzeria,https://onebite.app/restaurant/la-leggenda-pizzeria-miami-beach-fl-30d9864d/review/0964f765-1e08-4db9-8bcd-80af82cefc40,7.2,"Miami Beach, FL",2020-01-29 23:00:00.000000,FL,Miami Beach,"224 Española Way, Miami Beach, FL",https://google.com/maps/dir/?api=1&destination=La%2BLeggenda%2BPizzeria%2C%2B224%2BEspa%C3%B1ola%2BWay%2C%2BMiami%2BBeach%2C%2BFL%2C%2B33139,15581,1691,https://onebite.app/restaurant/la-leggenda-pizzeria-miami-beach-fl-30d9864d,8.4,18.0
Piola - Miami Beach,https://onebite.app/restaurant/piola-miami-beach-miami-beach-fl-78fa8cf0/review/b56a38d7-ba1c-4ca9-ba46-a30929a176e2,6.1,"Miami Beach, FL",2020-01-28 23:00:00.000000,FL,Miami Beach,"701 Washington Ave, Miami Beach, FL",https://google.com/maps/dir/?api=1&destination=Piola%2B-%2BMiami%2BBeach%2C%2B701%2BWashington%2BAve%2C%2BMiami%2BBeach%2C%2BFL%2C%2B33139,14060,2559,https://onebite.app/restaurant/piola-miami-beach-miami-beach-fl-78fa8cf0,7.2,4.0
Blocks Pizza Deli,https://onebite.app/restaurant/blocks-pizza-deli-miami-beach-fl-39643541/review/780bdb6a-8c80-4276-b9dd-a82fc071a534,8.0,"Miami Beach, FL",2020-01-27 23:00:00.000000,FL,Miami Beach,"1447 Washington Ave, Miami Beach, FL",https://google.com/maps/dir/?api=1&destination=Blocks%2BPizza%2BDeli%2C%2B1447%2BWashington%2BAve%2C%2BMiami%2BBeach%2C%2BFL%2C%2B33139,16989,2336,https://onebite.app/restaurant/blocks-pizza-deli-miami-beach-fl-39643541,8.0,21.0
Hi-Class Pizza,https://onebite.app/restaurant/hiclass-pizza-bellerose-ny-1485d69a/review/38744b75-ca46-4c59-b33d-bbab2612c1ad,7.4,"Bellerose, NY",2020-01-24 23:00:00.000000,NY,Bellerose,"24611 Jericho Tpke, Bellerose, NY",https://google.com/maps/dir/?api=1&destination=Hi-Class%2BPizza%2C%2B24611%2BJericho%2BTpke%2C%2BBellerose%2C%2BNY%2C%2B11426,15588,2454,https://onebite.app/restaurant/hiclass-pizza-bellerose-ny-1485d69a,7.0,10.0
Vaccaro's Pizza,https://onebite.app/restaurant/vaccaros-pizza-floral-park-ny-1ccfe013/review/7d509c8a-dd7d-4a02-869a-4dcdc76af619,7.8,"Floral Park, NY",2020-01-23 23:00:00.000000,NY,Floral Park,"8802 Little Neck Pkwy, Floral Park, NY",https://google.com/maps/dir/?api=1&destination=Vaccaro's%2BPizza%2C%2B8802%2BLittle%2BNeck%2BPkwy%2C%2BFloral%2BPark%2C%2BNY%2C%2B11001,15273,1761,https://onebite.app/restaurant/vaccaros-pizza-floral-park-ny-1ccfe013,8.0,25.0
Village Pizzeria,https://onebite.app/restaurant/village-pizzeria-floral-park-ny-38b47cdb/review/27d810cb-9365-43e2-9291-0a8d6f9cd0c0,6.7,"Floral Park, NY",2020-01-22 23:00:00.000000,NY,Floral Park,"169 Tulip Ave, Floral Park, NY",https://google.com/maps/dir/?api=1&destination=Village%2BPizzeria%2C%2B169%2BTulip%2BAve%2C%2BFloral%2BPark%2C%2BNY%2C%2B11001,16568,1631,https://onebite.app/restaurant/village-pizzeria-floral-park-ny-38b47cdb,7.6,22.0
Eddie's Pizza,https://onebite.app/restaurant/eddies-pizza-new-hyde-park-ny-2df81a98/review/f1dc7bc4-6970-43f0-b6bb-2df88215a0b7,7.8,"New Hyde Park, NY",2020-01-21 23:00:00.000000,NY,New Hyde Park,"2048 Hillside Ave, New Hyde Park, NY",https://google.com/maps/dir/?api=1&destination=Eddie's%2BPizza%2C%2B2048%2BHillside%2BAve%2C%2BNew%2BHyde%2BPark%2C%2BNY%2C%2B11040,16286,1607,https://onebite.app/restaurant/eddies-pizza-new-hyde-park-ny-2df81a98,7.2,35.0
Square Pizza,https://onebite.app/restaurant/square-pizza-new-york-ny-478ea0d1/review/566e2521-3376-44b4-acf3-a7229b4509bb,6.5,"New York, NY",2020-01-20 23:00:00.000000,NY,New York,"37-39 Clintons St, New York, NY",https://google.com/maps/dir/?api=1&destination=Square%2BPizza%2C%2B37-39%2BClintons%2BSt%2C%2BNew%2BYork%2C%2BNY%2C%2B10002,14050,2324,https://onebite.app/restaurant/square-pizza-new-york-ny-478ea0d1,7.4,4.0
Giovanni's Pizzeria & Restau...,https://onebite.app/restaurant/giovannis-pizzeria-and-restaurant-hoboken-nj-09d221ce/review/2f4f3648-e82a-415b-b22d-7f092e0508df,6.7,"Hoboken, NJ",2020-01-17 23:00:00.000000,NJ,Hoboken,"603 Washington St, Hoboken, NJ",https://google.com/maps/dir/?api=1&destination=Giovanni's%2BPizzeria%2B%26%2BRestaurant%2C%2B603%2BWashington%2BSt%2C%2BHoboken%2C%2BNJ%2C%2B07030,15569,1794,https://onebite.app/restaurant/giovannis-pizzeria-and-restaurant-hoboken-nj-09d221ce,6.9,22.0
Tenth Street Pasta & Pizza,https://onebite.app/restaurant/tenth-street-pasta-and-pizza-hoboken-nj-ee334b65/review/c8efef72-f841-4b85-ab34-3de22b004468,8.6,"Hoboken, NJ",2020-01-16 23:00:00.000000,NJ,Hoboken,"1000 Willow Ave, Hoboken, NJ",https://google.com/maps/dir/?api=1&destination=Tenth%2BStreet%2BPasta%2B%26%2BPizza%2C%2B1000%2BWillow%2BAve%2C%2BHoboken%2C%2BNJ%2C%2B07030,19795,2052,https://onebite.app/restaurant/tenth-street-pasta-and-pizza-hoboken-nj-ee334b65,8.4,102.0
The Brick Fire Baked Pizza,https://onebite.app/restaurant/the-brick-fire-baked-pizza-hoboken-nj-6b3b6079/review/a94180fa-aa71-4f93-a309-439dfbedfcd9,7.3,"Hoboken, NJ",2020-01-15 23:00:00.000000,NJ,Hoboken,"1122 Washington St, Hoboken, NJ",https://google.com/maps/dir/?api=1&destination=The%2BBrick%2BFire%2BBaked%2BPizza%2C%2B1122%2BWashington%2BSt%2C%2BHoboken%2C%2BNJ%2C%2B07030,15410,1713,https://onebite.app/restaurant/the-brick-fire-baked-pizza-hoboken-nj-6b3b6079,7.2,17.0
Campania Coal Fired Pizza,https://onebite.app/restaurant/campania-coal-fired-pizza-new-york-ny-9c4c0827/review/d07bb854-4cf9-4908-84b7-5ea5efdfc9de,7.3,"New York, NY",2020-01-14 23:00:00.000000,NY,New York,"9824 4th Ave, New York, NY",https://google.com/maps/dir/?api=1&destination=Campania%2BCoal%2BFired%2BPizza%2C%2B9824%2B4th%2BAve%2C%2BNew%2BYork%2C%2BNY%2C%2B11209,15077,2072,https://onebite.app/restaurant/campania-coal-fired-pizza-new-york-ny-9c4c0827,8.1,23.0
Norm's Pizza,https://onebite.app/restaurant/norms-pizza-brooklyn-ny-a744833b/review/06d095fd-4944-4b7a-b787-c5013bcf20e1,7.6,"Brooklyn, NY",2020-01-13 23:00:00.000000,NY,Brooklyn,"345 Adams St, Brooklyn, NY",https://google.com/maps/dir/?api=1&destination=Norm's%2BPizza%2C%2B345%2BAdams%2BSt%2C%2BBrooklyn%2C%2BNY%2C%2B11201,16099,2729,https://onebite.app/restaurant/norms-pizza-brooklyn-ny-a744833b,7.8,35.0
Grandma's Original Pizza,https://onebite.app/restaurant/grandmas-original-pizza-brooklyn-ny-40a0fe3e/review/8f2dee2a-aa92-4392-a7d8-e9f49e35324c,7.2,"Brooklyn, NY",2020-01-10 23:00:00.000000,NY,Brooklyn,"6918 3rd Ave, Brooklyn, NY",https://google.com/maps/dir/?api=1&destination=Grandma's%2BOriginal%2BPizza%2C%2B6918%2B3rd%2BAve%2C%2BBrooklyn%2C%2BNY%2C%2B11209,15144,2292,https://onebite.app/restaurant/grandmas-original-pizza-brooklyn-ny-40a0fe3e,7.7,7.0
