name,link,score,location,date,state,city,address,map links,views,likes,cLink,cust_Score,num_Revs
Krispy Pizza - Brooklyn,https://onebite.app/restaurant/krispy-pizza-brooklyn-brooklyn-ny-66ba4b44/review/fd1415f6-3d44-4c0a-8a0a-a5747d2efa80,7.8,"Brooklyn, NY",2020-01-09 23:00:00.000000,NY,Brooklyn,"7112 13th Ave, Brooklyn, NY",https://google.com/maps/dir/?api=1&destination=Krispy%2BPizza%2B-%2BBrooklyn%2C%2B7112%2B13th%2BAve%2C%2BBrooklyn%2C%2BNY%2C%2B11228,16700,2657,https://onebite.app/restaurant/krispy-pizza-brooklyn-brooklyn-ny-66ba4b44,7.7,36.0
Gino's Restaurant,https://onebite.app/restaurant/ginos-restaurant-brooklyn-ny-fd65b06f/review/a188edde-9b30-4d7e-9528-5e0839baae4f,7.6,"Brooklyn, NY",2020-01-08 23:00:00.000000,NY,Brooklyn,"7414 5th Ave, Brooklyn, NY",https://google.com/maps/dir/?api=1&destination=Gino's%2BRestaurant%2C%2B7414%2B5th%2BAve%2C%2BBrooklyn%2C%2BNY%2C%2B11209,15240,1821,https://onebite.app/restaurant/ginos-restaurant-brooklyn-ny-fd65b06f,6.9,11.0
Elegante Pizzeria,https://onebite.app/restaurant/elegante-pizzeria-brooklyn-ny-928eed37/review/13dfa1ae-bb5b-4bd0-847e-2e643feff2b7,7.4,"Brooklyn, NY",2020-01-07 23:00:00.000000,NY,Brooklyn,"6922 5th Ave, Brooklyn, NY",https://google.com/maps/dir/?api=1&destination=Elegante%2BPizzeria%2C%2B6922%2B5th%2BAve%2C%2BBrooklyn%2C%2BNY%2C%2B11209,14661,1970,https://onebite.app/restaurant/elegante-pizzeria-brooklyn-ny-928eed37,8.4,28.0
Hell’s Kitchen Pizza,https://onebite.app/restaurant/hells-kitchen-pizza-new-york-ny-1a4e5548/review/5ef446e8-9b3b-46fb-94aa-e2a9b9d4b6d6,1.9,"New York, NY",2020-01-06 23:00:00.000000,NY,New York,"696 9th Ave, New York, NY",https://google.com/maps/dir/?api=1&destination=Hell%E2%80%99s%2BKitchen%2BPizza%2C%2B696%2B9th%2BAve%2C%2BNew%2BYork%2C%2BNY%2C%2B10001,15303,1923,https://onebite.app/restaurant/hells-kitchen-pizza-new-york-ny-1a4e5548,3.3,3.0
Casola's Pizzeria & Sub Shop,https://onebite.app/restaurant/casolas-pizzeria-and-sub-shop-miami-fl-a9696707/review/54a9b163-08e5-49e3-99a5-4d6aff316a38,6.3,"Miami, FL",2020-01-03 23:00:00.000000,FL,Miami,"2437 SW 17th Ave, Miami, FL",https://google.com/maps/dir/?api=1&destination=Casola's%2BPizzeria%2B%26%2BSub%2BShop%2C%2B2437%2BSW%2B17th%2BAve%2C%2BMiami%2C%2BFL%2C%2B33145,15857,2011,https://onebite.app/restaurant/casolas-pizzeria-and-sub-shop-miami-fl-a9696707,7.3,24.0
Anthony's,https://onebite.app/restaurant/anthonys-watertown-ct-505e9256/review/140b4414-64b4-414e-a06d-dc05ca7611e6,6.9,"Watertown, CT",2020-01-02 23:00:00.000000,CT,Watertown,"308 Main St, Watertown, CT",https://google.com/maps/dir/?api=1&destination=Anthony's%2C%2B308%2BMain%2BSt%2C%2BWatertown%2C%2BCT%2C%2B06795,16296,1856,https://onebite.app/restaurant/anthonys-watertown-ct-505e9256,8.0,13.0
Lenny's Pizza,https://onebite.app/restaurant/lennys-pizza-miami-beach-fl-59341140/review/0fd65174-0877-4b73-98b7-56acee7d50ba,6.1,"Miami Beach, FL",2019-12-30 23:00:00.000000,FL,Miami Beach,"544 Arthur Godfrey Rd, Miami Beach, FL",https://google.com/maps/dir/?api=1&destination=Lenny's%2BPizza%2C%2B544%2BArthur%2BGodfrey%2BRd%2C%2BMiami%2BBeach%2C%2BFL%2C%2B33140,15784,2182,https://onebite.app/restaurant/lennys-pizza-miami-beach-fl-59341140,7.5,8.0
Fino Wood Fired Pizza & Bar,https://onebite.app/restaurant/fino-wood-fired-pizza-and-bar-watertown-ct-994f7195/review/874fff40-3516-44be-9aa9-9337e071d130,6.7,"Watertown, CT",2019-12-27 23:00:00.000000,CT,Watertown,"663 Main St, Watertown, CT",https://google.com/maps/dir/?api=1&destination=Fino%2BWood%2BFired%2BPizza%2B%26%2BBar%2C%2B663%2BMain%2BSt%2C%2BWatertown%2C%2BCT%2C%2B06795,17289,1868,https://onebite.app/restaurant/fino-wood-fired-pizza-and-bar-watertown-ct-994f7195,7.9,15.0
Vinny's Restaurant & Pizzeri...,https://onebite.app/restaurant/vinnys-restaurant-and-pizzeria-naugatuck-ct-1e846144/review/b4453f3c-30f6-4652-91a5-db8efb4c054a,6.8,"Naugatuck, CT",2019-12-26 23:00:00.000000,CT,Naugatuck,"535 S Main St, Naugatuck, CT",https://google.com/maps/dir/?api=1&destination=Vinny's%2BRestaurant%2B%26%2BPizzeria%2C%2B535%2BS%2BMain%2BSt%2C%2BNaugatuck%2C%2BCT%2C%2B06770,15837,1658,https://onebite.app/restaurant/vinnys-restaurant-and-pizzeria-naugatuck-ct-1e846144,7.6,12.0
Mike's Pizza Palace,https://onebite.app/restaurant/mikes-pizza-palace-naugatuck-ct-e6fe8f54/review/3c58a03f-4496-42e4-bc97-68d035071ef5,6.6,"Naugatuck, CT",2019-12-25 23:00:00.000000,CT,Naugatuck,"28 Church St, Naugatuck, CT",https://google.com/maps/dir/?api=1&destination=Mike's%2BPizza%2BPalace%2C%2B28%2BChurch%2BSt%2C%2BNaugatuck%2C%2BCT%2C%2B06770,14726,1811,https://onebite.app/restaurant/mikes-pizza-palace-naugatuck-ct-e6fe8f54,7.0,5.0
John's Pizza Restaurant,https://onebite.app/restaurant/johns-pizza-restaurant-naugatuck-ct-c8d9051f/review/8461c9a8-e81b-4804-a411-6620055300bc,7.2,"Naugatuck, CT",2019-12-24 23:00:00.000000,CT,Naugatuck,"111 Rubber Ave, Naugatuck, CT",https://google.com/maps/dir/?api=1&destination=John's%2BPizza%2BRestaurant%2C%2B111%2BRubber%2BAve%2C%2BNaugatuck%2C%2BCT%2C%2B06770,15827,1830,https://onebite.app/restaurant/johns-pizza-restaurant-naugatuck-ct-c8d9051f,7.8,8.0
Vincenzo's Pizzeria,https://onebite.app/restaurant/vincenzos-pizzeria-waterbury-ct-9de55001/review/3f7d385e-6173-4371-a030-f52bd760b9dc,7.5,"Waterbury, CT",2019-12-23 23:00:00.000000,CT,Waterbury,"752 Highland Ave, Waterbury, CT",https://google.com/maps/dir/?api=1&destination=Vincenzo's%2BPizzeria%2C%2B752%2BHighland%2BAve%2C%2BWaterbury%2C%2BCT%2C%2B06708,14775,1689,https://onebite.app/restaurant/vincenzos-pizzeria-waterbury-ct-9de55001,7.0,9.0
Domenick & Pia Pizzeria,https://onebite.app/restaurant/domenick-and-pia-pizzeria-waterbury-ct-7dbd188d/review/cc516a46-7010-4a72-b5c2-2cb38bf2f6b3,8.1,"Waterbury, CT",2019-12-20 23:00:00.000000,CT,Waterbury,"3 Brook St, Waterbury, CT",https://google.com/maps/dir/?api=1&destination=Domenick%2B%26%2BPia%2BPizzeria%2C%2B3%2BBrook%2BSt%2C%2BWaterbury%2C%2BCT%2C%2B06702,17944,2375,https://onebite.app/restaurant/domenick-and-pia-pizzeria-waterbury-ct-7dbd188d,8.6,41.0
Jet's Pizza,https://onebite.app/restaurant/jets-pizza-new-york-ny-157fa9c8/review/9c54bea9-910e-4536-9eaf-a7def96e60b4,7.4,"New York, NY",2019-12-19 23:00:00.000000,NY,New York,"112 9th Ave, New York, NY",https://google.com/maps/dir/?api=1&destination=Jet's%2BPizza%2C%2B112%2B9th%2BAve%2C%2BNew%2BYork%2C%2BNY%2C%2B10011,14392,2673,https://onebite.app/restaurant/jets-pizza-new-york-ny-157fa9c8,7.6,5.0
Salt & Pepper,https://onebite.app/restaurant/salt-and-pepper-new-york-ny-1d05d089/review/b52adc53-b52d-4bd7-be20-bed4681a8282,4.8,"New York, NY",2019-12-18 23:00:00.000000,NY,New York,"139 W 33rd St, New York, NY",https://google.com/maps/dir/?api=1&destination=Salt%2B%26%2BPepper%2C%2B139%2BW%2B33rd%2BSt%2C%2BNew%2BYork%2C%2BNY%2C%2B10001,11824,1532,https://onebite.app/restaurant/salt-and-pepper-new-york-ny-1d05d089,4.8,1.0
Little Italy Pizza,https://onebite.app/restaurant/little-italy-pizza-new-york-ny-50b49763/review/0a907813-bd5d-4da6-95c7-f1fcdbe69aa3,6.1,"New York, NY",2019-12-17 23:00:00.000000,NY,New York,"401 7th Ave, New York, NY",https://google.com/maps/dir/?api=1&destination=Little%2BItaly%2BPizza%2C%2B401%2B7th%2BAve%2C%2BNew%2BYork%2C%2BNY%2C%2B10001,12901,1597,https://onebite.app/restaurant/little-italy-pizza-new-york-ny-50b49763,6.3,12.0
Square Pizza & Chicken,https://onebite.app/restaurant/square-pizza-and-chicken-new-york-ny-b3438384/review/0e857f3b-9964-4c30-92ec-6574e533f893,2.2,"New York, NY",2019-12-16 23:00:00.000000,NY,New York,"167 W 48th St, New York, NY",https://google.com/maps/dir/?api=1&destination=Square%2BPizza%2B%26%2BChicken%2C%2B167%2BW%2B48th%2BSt%2C%2BNew%2BYork%2C%2BNY%2C%2B10036,13005,1838,https://onebite.app/restaurant/square-pizza-and-chicken-new-york-ny-b3438384,3.1,3.0
John's Pizzeria,https://onebite.app/restaurant/johns-pizzeria-jersey-city-nj-2302c157/review/280de433-4362-4595-bd90-e73685f9ddb6,7.6,"Jersey City, NJ",2019-12-14 00:25:00.000000,NJ,Jersey City,"87 Sussex St, Jersey City, NJ",https://google.com/maps/dir/?api=1&destination=John's%2BPizzeria%2C%2B87%2BSussex%2BSt%2C%2BJersey%2BCity%2C%2BNJ%2C%2B07302,12945,1697,https://onebite.app/restaurant/johns-pizzeria-jersey-city-nj-2302c157,8.2,17.0
Porta,https://onebite.app/restaurant/porta-jersey-city-nj-6fdadc2e/review/25c76d0a-1ee5-4cce-842d-448c2d693c7d,7.1,"Jersey City, NJ",2019-12-12 23:00:00.000000,NJ,Jersey City,"135 Newark Ave, Jersey City, NJ",https://google.com/maps/dir/?api=1&destination=Porta%2C%2B135%2BNewark%2BAve%2C%2BJersey%2BCity%2C%2BNJ%2C%2B07302,11879,1172,https://onebite.app/restaurant/porta-jersey-city-nj-6fdadc2e,7.9,33.0
Razza Pizza Artigianale,https://onebite.app/restaurant/razza-pizza-artigianale-jersey-city-nj-e254e8ce/review/db4ecffc-ce1c-47da-9fe8-ac6150fcd5f1,8.1,"Jersey City, NJ",2019-12-11 23:00:00.000000,NJ,Jersey City,"275 Grove St, Jersey City, NJ",https://google.com/maps/dir/?api=1&destination=Razza%2BPizza%2BArtigianale%2C%2B275%2BGrove%2BSt%2C%2BJersey%2BCity%2C%2BNJ%2C%2B07302,11943,946,https://onebite.app/restaurant/razza-pizza-artigianale-jersey-city-nj-e254e8ce,8.3,62.0
DC Pie,https://onebite.app/restaurant/dc-pie-miami-fl-ad58934b/review/220cf193-1e5c-4f1d-9751-389f9ddff855,7.1,"Miami, FL",2019-12-10 23:00:00.000000,FL,Miami,"1010 Brickell Ave, Miami, FL",https://google.com/maps/dir/?api=1&destination=DC%2BPie%2C%2B1010%2BBrickell%2BAve%2C%2BMiami%2C%2BFL%2C%2B33131,10776,1072,https://onebite.app/restaurant/dc-pie-miami-fl-ad58934b,7.9,10.0
Andiamo,https://onebite.app/restaurant/andiamo-miami-fl-09b6e91b/review/08437bbc-d4cd-4973-8b00-b2c574e18813,6.8,"Miami, FL",2019-12-09 23:00:00.000000,FL,Miami,"5600 Biscayne Blvd, Miami, FL",https://google.com/maps/dir/?api=1&destination=Andiamo%2C%2B5600%2BBiscayne%2BBlvd%2C%2BMiami%2C%2BFL%2C%2B33137,10569,1183,https://onebite.app/restaurant/andiamo-miami-fl-09b6e91b,7.7,14.0
Pizza Bar - Collins Avenue,https://onebite.app/restaurant/pizza-bar-collins-avenue-miami-beach-fl-7e275e9f/review/99b99061-fd0b-4eda-84c7-8c55dad52fd5,6.1,"Miami Beach, FL",2019-12-07 22:00:00.000000,FL,Miami Beach,"1627 Collins Ave, Miami Beach, FL",https://google.com/maps/dir/?api=1&destination=Pizza%2BBar%2B-%2BCollins%2BAvenue%2C%2B1627%2BCollins%2BAve%2C%2BMiami%2BBeach%2C%2BFL%2C%2B33139,10091,925,https://onebite.app/restaurant/pizza-bar-collins-avenue-miami-beach-fl-7e275e9f,6.8,24.0
Pizza Tree,https://onebite.app/restaurant/pizza-tree-columbia-mo-88850dcc/review/f8bf8dc3-ce5b-41c3-b9c3-cf5b0519ec0e,6.6,"Columbia, MO",2019-12-06 23:00:00.000000,MO,Columbia,"909 Cherry St, Columbia, MO",https://google.com/maps/dir/?api=1&destination=Pizza%2BTree%2C%2B909%2BCherry%2BSt%2C%2BColumbia%2C%2BMO%2C%2B65201,10433,842,https://onebite.app/restaurant/pizza-tree-columbia-mo-88850dcc,7.2,26.0
Shakespeare's Pizza - Downto...,https://onebite.app/restaurant/shakespeares-pizza-downtown-columbia-mo-928f3550/review/f0721089-9a0a-48e8-a596-db639dba09c4,6.7,"Columbia, MO",2019-12-05 23:00:00.000000,MO,Columbia,"225 S 9th St, Columbia, MO",https://google.com/maps/dir/?api=1&destination=Shakespeare's%2BPizza%2B-%2BDowntown%2C%2B225%2BS%2B9th%2BSt%2C%2BColumbia%2C%2BMO%2C%2B65201,10282,962,https://onebite.app/restaurant/shakespeares-pizza-downtown-columbia-mo-928f3550,7.2,34.0
Flavors of Italy Bistro,https://onebite.app/restaurant/flavors-of-italy-bistro-new-york-ny-6f03f0ce/review/4e936cf2-a2e6-4ee2-97ad-5bbff55bf81a,5.4,"New York, NY",2019-12-04 23:00:00.000000,NY,New York,"224 W 35th St, New York, NY",https://google.com/maps/dir/?api=1&destination=Flavors%2Bof%2BItaly%2BBistro%2C%2B224%2BW%2B35th%2BSt%2C%2BNew%2BYork%2C%2BNY%2C%2B10001,11178,1021,https://onebite.app/restaurant/flavors-of-italy-bistro-new-york-ny-6f03f0ce,6.7,2.0
Tommy's Pizza,https://onebite.app/restaurant/tommys-pizza-providence-ri-3c89b564/review/07ef6402-70b6-4ea0-ac6b-73f2c28270d7,7.2,"Providence, RI",2019-12-03 23:00:00.000000,RI,Providence,"936 Chalkstone Ave, Providence, RI",https://google.com/maps/dir/?api=1&destination=Tommy's%2BPizza%2C%2B936%2BChalkstone%2BAve%2C%2BProvidence%2C%2BRI%2C%2B02908,10230,914,https://onebite.app/restaurant/tommys-pizza-providence-ri-3c89b564,7.0,12.0
Providence Coal Fired Pizza,https://onebite.app/restaurant/providence-coal-fired-pizza-providence-ri-1d6bd3be/review/7fd957f3-4d75-417d-bacf-fff4128d05fc,7.4,"Providence, RI",2019-12-02 23:00:00.000000,RI,Providence,"385 Westminster St, Providence, RI",https://google.com/maps/dir/?api=1&destination=Providence%2BCoal%2BFired%2BPizza%2C%2B385%2BWestminster%2BSt%2C%2BProvidence%2C%2BRI%2C%2B02903,11540,1035,https://onebite.app/restaurant/providence-coal-fired-pizza-providence-ri-1d6bd3be,7.7,55.0
Tony D's Pizza,https://onebite.app/restaurant/tony-ds-pizza-caldwell-nj-70bd3067/review/f8e9fa08-7f2c-4e1d-a239-9d57e3eab514,7.9,"Caldwell, NJ",2019-11-29 23:00:00.000000,NJ,Caldwell,"3 Hanford Pl, Caldwell, NJ",https://google.com/maps/dir/?api=1&destination=Tony%2BD's%2BPizza%2C%2B3%2BHanford%2BPl%2C%2BCaldwell%2C%2BNJ%2C%2B07006,15514,1340,https://onebite.app/restaurant/tony-ds-pizza-caldwell-nj-70bd3067,8.0,63.0
Angeloni's Restaurant & Pizz...,https://onebite.app/restaurant/angelonis-restaurant-and-pizzeria-caldwell-nj-857723ed/review/98aec7d3-daa4-4c49-a77c-9781875fb672,8.8,"Caldwell, NJ",2019-11-27 23:00:00.000000,NJ,Caldwell,"6 Brookside Ave, Caldwell, NJ",https://google.com/maps/dir/?api=1&destination=Angeloni's%2BRestaurant%2B%26%2BPizzeria%2C%2B6%2BBrookside%2BAve%2C%2BCaldwell%2C%2BNJ%2C%2B07006,16522,1220,https://onebite.app/restaurant/angelonis-restaurant-and-pizzeria-caldwell-nj-857723ed,8.1,134.0
Al Forno Restaurant,https://onebite.app/restaurant/al-forno-restaurant-providence-ri-01051cd5/review/2785ff14-c316-4260-b1a3-88f45e51fa7e,7.2,"Providence, RI",2019-11-27 23:00:00.000000,RI,Providence,"577 S Water St, Providence, RI",https://google.com/maps/dir/?api=1&destination=Al%2BForno%2BRestaurant%2C%2B577%2BS%2BWater%2BSt%2C%2BProvidence%2C%2BRI%2C%2B02903,13899,1259,https://onebite.app/restaurant/al-forno-restaurant-providence-ri-01051cd5,8.8,18.0
Fellini Pizzeria,https://onebite.app/restaurant/fellini-pizzeria-providence-ri-d2672f24/review/01803b5f-59ed-4007-903b-fd76cce5ff14,7.1,"Providence, RI",2019-11-26 23:00:00.000000,RI,Providence,"166 Wickenden St, Providence, RI",https://google.com/maps/dir/?api=1&destination=Fellini%2BPizzeria%2C%2B166%2BWickenden%2BSt%2C%2BProvidence%2C%2BRI%2C%2B02903,10161,874,https://onebite.app/restaurant/fellini-pizzeria-providence-ri-d2672f24,7.4,33.0
Federal Hill Pizza Providenc...,https://onebite.app/restaurant/federal-hill-pizza-providence-providence-ri-65bc6b2c/review/e71009b0-0c28-49f0-8868-8319acd67fa6,6.7,"Providence, RI",2019-11-25 23:00:00.000000,RI,Providence,"1039 Chalkstone Ave, Providence, RI",https://google.com/maps/dir/?api=1&destination=Federal%2BHill%2BPizza%2BProvidence%2C%2B1039%2BChalkstone%2BAve%2C%2BProvidence%2C%2BRI%2C%2B02908,11299,1188,https://onebite.app/restaurant/federal-hill-pizza-providence-providence-ri-65bc6b2c,7.7,24.0
Antonio's Pizza,https://onebite.app/restaurant/antonios-pizza-providence-ri-61ce7eb2/review/bb5ae0bc-51a0-4edb-8868-154b1e9ca0b2,5.9,"Providence, RI",2019-11-22 23:00:00.000000,RI,Providence,"258 Thayer St, Providence, RI",https://google.com/maps/dir/?api=1&destination=Antonio's%2BPizza%2C%2B258%2BThayer%2BSt%2C%2BProvidence%2C%2BRI%2C%2B02906,12659,1360,https://onebite.app/restaurant/antonios-pizza-providence-ri-61ce7eb2,7.3,32.0
Caserta Pizzeria,https://onebite.app/restaurant/caserta-pizzeria-providence-ri-2b1d1011/review/acc5f596-19f7-4a17-bd84-623f0ab1ea52,7.4,"Providence, RI",2019-11-21 23:00:00.000000,RI,Providence,"121 Spruce St, Providence, RI",https://google.com/maps/dir/?api=1&destination=Caserta%2BPizzeria%2C%2B121%2BSpruce%2BSt%2C%2BProvidence%2C%2BRI%2C%2B02903,11685,1979,https://onebite.app/restaurant/caserta-pizzeria-providence-ri-2b1d1011,8.1,80.0
DOUGH By Licastri,https://onebite.app/restaurant/dough-by-licastri-staten-island-ny-f83e95cf/review/2a99183a-2a32-452c-9821-460b417bdb8f,7.4,"Staten Island, NY",2019-11-20 23:00:00.000000,NY,Staten Island,"1456 Richmond Rd, Staten Island, NY",https://google.com/maps/dir/?api=1&destination=DOUGH%2BBy%2BLicastri%2C%2B1456%2BRichmond%2BRd%2C%2BStaten%2BIsland%2C%2BNY%2C%2B10304,11814,1889,https://onebite.app/restaurant/dough-by-licastri-staten-island-ny-f83e95cf,8.3,45.0
Nunzio's Pizzeria & Restaura...,https://onebite.app/restaurant/nunzios-pizzeria-and-restaurant-staten-island-ny-687ac7eb/review/b055212b-800d-426e-9853-47c13304feb9,7.9,"Staten Island, NY",2019-11-19 23:00:00.000000,NY,Staten Island,"2155 Hylan Blvd, Staten Island, NY",https://google.com/maps/dir/?api=1&destination=Nunzio's%2BPizzeria%2B%26%2BRestaurant%2C%2B2155%2BHylan%2BBlvd%2C%2BStaten%2BIsland%2C%2BNY%2C%2B10306,12055,1175,https://onebite.app/restaurant/nunzios-pizzeria-and-restaurant-staten-island-ny-687ac7eb,7.4,38.0
Lincoln Financial Field,https://onebite.app/restaurant/lincoln-financial-field-philadelphia-pa-9c521912/review/816a04f3-57e2-4060-b5a5-89316abd6ea4,1.2,"Philadelphia, PA",2019-11-18 23:00:00.000000,PA,Philadelphia,"1020 Pattison Ave, Philadelphia, PA",https://google.com/maps/dir/?api=1&destination=Lincoln%2BFinancial%2BField%2C%2B1020%2BPattison%2BAve%2C%2BPhiladelphia%2C%2BPA%2C%2B19148,13534,1056,https://onebite.app/restaurant/lincoln-financial-field-philadelphia-pa-9c521912,2.7,2.0
De Lorenzo's Tomato Pies,https://onebite.app/restaurant/de-lorenzos-tomato-pies-robbinsville-nj-cd5402c8/review/9bfa67f5-e697-40ec-bcb7-b114dcf43a5c,9.2,"Robbinsville, NJ",2019-11-15 23:00:00.000000,NJ,Robbinsville,"2350 US Hwy 33, Robbinsville, NJ",https://google.com/maps/dir/?api=1&destination=De%2BLorenzo's%2BTomato%2BPies%2C%2B2350%2BUS%2BHwy%2B33%2C%2BRobbinsville%2C%2BNJ%2C%2B08691,27626,1882,https://onebite.app/restaurant/de-lorenzos-tomato-pies-robbinsville-nj-cd5402c8,8.7,227.0
Papa's Tomato Pies,https://onebite.app/restaurant/papas-tomato-pies-robbinsville-nj-c292c20e/review/f97c3991-d498-4645-a154-3214716a7174,8.6,"Robbinsville, NJ",2019-11-14 23:00:00.000000,NJ,Robbinsville,"19 Robbinsville-Allentown Rd, Robbinsville, NJ",https://google.com/maps/dir/?api=1&destination=Papa's%2BTomato%2BPies%2C%2B19%2BRobbinsville-Allentown%2BRd%2C%2BRobbinsville%2C%2BNJ%2C%2B08691,13668,1990,https://onebite.app/restaurant/papas-tomato-pies-robbinsville-nj-c292c20e,8.6,205.0
Vino's Pizza,https://onebite.app/restaurant/vinos-pizza-lafayette-hill-pa-ff0627e5/review/b61cea9f-9781-4287-9de4-c709c90aa3c9,7.4,"Lafayette Hill, PA",2019-11-13 23:00:00.000000,PA,Lafayette Hill,"408 Germantown Pike, Lafayette Hill, PA",https://google.com/maps/dir/?api=1&destination=Vino's%2BPizza%2C%2B408%2BGermantown%2BPike%2C%2BLafayette%2BHill%2C%2BPA%2C%2B19444,11991,1523,https://onebite.app/restaurant/vinos-pizza-lafayette-hill-pa-ff0627e5,7.1,31.0
Angelo's Pizzeria,https://onebite.app/restaurant/angelos-pizzeria-philadelphia-pa-340808f6/review/cfc5419d-5788-4fc3-be89-4e0040617236,9.1,"Philadelphia, PA",2019-11-12 23:00:00.000000,PA,Philadelphia,"736 S 9th St, Philadelphia, PA",https://google.com/maps/dir/?api=1&destination=Angelo's%2BPizzeria%2C%2B736%2BS%2B9th%2BSt%2C%2BPhiladelphia%2C%2BPA%2C%2B19147,33555,2400,https://onebite.app/restaurant/angelos-pizzeria-philadelphia-pa-340808f6,8.8,355.0
7-Eleven,https://onebite.app/restaurant/7eleven-new-york-ny-4bafde2d/review/cc4aabd3-5757-437f-b150-fe52b7cd465a,0.0,"New York, NY",2019-11-07 23:00:00.000000,NY,New York,"368 8th Ave, New York, NY",https://google.com/maps/dir/?api=1&destination=7-Eleven%2C%2B368%2B8th%2BAve%2C%2BNew%2BYork%2C%2BNY%2C%2B10001,12864,1418,https://onebite.app/restaurant/7eleven-new-york-ny-4bafde2d,0.6,3.0
Feroce Ristorante,https://onebite.app/restaurant/feroce-ristorante-new-york-ny-fd0caf5d/review/b5ddb728-3b10-4336-8a54-f3c8a1e59804,7.1,"New York, NY",2019-11-06 23:00:00.000000,NY,New York,"105 W 28th St, New York, NY",https://google.com/maps/dir/?api=1&destination=Feroce%2BRistorante%2C%2B105%2BW%2B28th%2BSt%2C%2BNew%2BYork%2C%2BNY%2C%2B10001,12015,1662,https://onebite.app/restaurant/feroce-ristorante-new-york-ny-fd0caf5d,6.4,2.0
Mangia - Flatiron,https://onebite.app/restaurant/mangia-flatiron-new-york-ny-3fb7f6ca/review/250c8614-7b58-4d9d-953f-6bfad2eb0191,5.2,"New York, NY",2019-11-05 23:00:00.000000,NY,New York,"22 W 23rd St, New York, NY",https://google.com/maps/dir/?api=1&destination=Mangia%2B-%2BFlatiron%2C%2B22%2BW%2B23rd%2BSt%2C%2BNew%2BYork%2C%2BNY%2C%2B10010,11440,2168,https://onebite.app/restaurant/mangia-flatiron-new-york-ny-3fb7f6ca,6.6,2.0
Fortina - Brooklyn,https://onebite.app/restaurant/fortina-brooklyn-brooklyn-ny-545043d1/review/62ef0502-dd7a-4352-b798-a9c2a9ee7079,6.2,"Brooklyn, NY",2019-11-04 23:11:00.000000,NY,Brooklyn,"445 Albee Square W, Brooklyn, NY",https://google.com/maps/dir/?api=1&destination=Fortina%2B-%2BBrooklyn%2C%2B445%2BAlbee%2BSquare%2BW%2C%2BBrooklyn%2C%2BNY%2C%2B11201,9162,1215,https://onebite.app/restaurant/fortina-brooklyn-brooklyn-ny-545043d1,7.2,5.0
Union St Pizza,https://onebite.app/restaurant/union-st-pizza-brooklyn-ny-b769b287/review/274c304b-7132-415c-a96c-7bc40013f9c9,6.6,"Brooklyn, NY",2019-10-31 22:00:00.000000,NY,Brooklyn,"226 4th Ave, Brooklyn, NY",https://google.com/maps/dir/?api=1&destination=Union%2BSt%2BPizza%2C%2B226%2B4th%2BAve%2C%2BBrooklyn%2C%2BNY%2C%2B11215,11190,1259,https://onebite.app/restaurant/union-st-pizza-brooklyn-ny-b769b287,7.0,8.0
Old Fashioned Pizza,https://onebite.app/restaurant/old-fashioned-pizza-new-york-ny-e9186b24/review/9886e112-0a2e-4be8-907b-fa03439a4506,6.3,"New York, NY",2019-10-30 22:00:00.000000,NY,New York,"244 E 13th St, New York, NY",https://google.com/maps/dir/?api=1&destination=Old%2BFashioned%2BPizza%2C%2B244%2BE%2B13th%2BSt%2C%2BNew%2BYork%2C%2BNY%2C%2B10003,11028,1532,https://onebite.app/restaurant/old-fashioned-pizza-new-york-ny-e9186b24,6.9,5.0
L'Arte Della Pizza Brooklyn,https://onebite.app/restaurant/larte-della-pizza-brooklyn-brooklyn-ny-513060ef/review/f10763ce-b2b4-41a8-8cdc-95a994875952,8.1,"Brooklyn, NY",2019-10-29 22:00:00.000000,NY,Brooklyn,"172 5th Ave, Brooklyn, NY",https://google.com/maps/dir/?api=1&destination=L'Arte%2BDella%2BPizza%2BBrooklyn%2C%2B172%2B5th%2BAve%2C%2BBrooklyn%2C%2BNY%2C%2B11217,11911,1493,https://onebite.app/restaurant/larte-della-pizza-brooklyn-brooklyn-ny-513060ef,8.2,29.0
